,Vote ID,Date,O'clock,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Author,RCV,Vote
6704,6728,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 21,0.0,EUL/NGL,RCV,-
6705,6729,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 22,0.0,EUL/NGL,RCV,-
6706,6730,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 22,0.0,EFDD,RCV,-
6707,6731,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 22,0.0,Greens/ EFA,RCV,-
6708,6732,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 23,0.0,EUL/NGL,RCV,-
6709,6733,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 24,0.0,EUL/NGL,RCV,-
6710,6734,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 26,0.0,original text,RCV,+
6711,6735,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 32,0.0,original text,RCV,+
6712,6736,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 32,0.0,original text,RCV,-
6713,6737,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 32,0.0,original text,RCV,-
6714,6738,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 32,0.0,original text,RCV,-
6715,6739,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 32,0.0,EFDD,RCV,-
6716,6740,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 34,0.0,original text,RCV,+
6717,6741,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 45,0.0,original text,RCV,+
6718,6742,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 49,0.0,EUL/NGL,RCV,-
6719,6743,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 50,0.0,original text,RCV,+
6720,6744,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 51,0.0,EFDD,RCV,-
6721,6745,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 52,0.0,original text,RCV,+
6722,6746,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 52,0.0,EFDD,RCV,-
6723,6747,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 53,0.0,original text,RCV,+
6724,6748,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,Paragraph 55,0.0,original text,RCV,+
6725,6749,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After paragraph 55,0.0,EFDD,RCV,-
6726,6750,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,After recital C,0.0,EFDD,RCV,-
6727,6751,14.03.2018,,Guidelines on the framework of future EU-UK relations,,Non,Motion for resolution,B8-0135/2018,2018/2573/RSP,0,Constitutional and inter-institutional affairs,vote: resolution (as a whole),1.0,1,RCV,+
6728,6752,14.03.2018,,Rail transport statistics,***I,Leg,Draft legislative resolution,A8-0038/2018,2017/0146/COD,Committee on Transport and Tourism,Transport & tourism,single vote,1.0,0,RCV,+
6729,6753,14.03.2018,,Measures for the control of Newcastle disease,***I,Leg,Draft legislative resolution,A8-0026/2018,2017/0329/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,0,RCV,+
6730,6754,14.03.2018,,Further macro-financial assistance to Georgia,***I,Leg,Draft legislative resolution,A8-0028/2018,2017/0242/COD,Committee on International Trade,International trade,vote: Commission proposal,1.0,0,RCV,+
6731,6755,14.03.2018,,Objection to Commission delegated regulation amending Regulation (EU) No 347/2013 as regards the Union list of projects of common interest,,Non,Motion for resolution,B8-0136/2018,2017/2990/DEA,0,Constitutional and inter-institutional affairs,vote: resolution (as a whole),1.0,0,RCV,-
6732,6756,14.03.2018,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2017/008 DE/Goodyear,,Bud,Motion for resolution,A8-0061/2018,2018/2025/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
6733,6757,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 2,0.0,EFDD,RCV,-
6734,6758,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 3,0.0,EUL/NGL,RCV,-
6735,6759,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 6,0.0,Greens/ EFA,RCV,-
6736,6760,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 6,0.0,Greens/ EFA,RCV,-
6737,6761,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 6,0.0,EUL/NGL,RCV,-
6738,6762,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 7,0.0,ENF,RCV,-
6739,6763,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 7,0.0,EFDD,RCV,-
6740,6764,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 7,0.0,ALDE,RCV,-
6741,6765,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 8,0.0,EFDD,RCV,-
6742,6766,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 8,0.0,EUL/NGL,RCV,-
6743,6767,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 10,0.0,ENF,RCV,-
6744,6768,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 13,0.0,EFDD,RCV,-
6745,6769,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 14,0.0,EUL/NGL,RCV,-
6746,6770,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 14,0.0,EUL/NGL,RCV,-
6747,6771,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 15,0.0,"ENF, EFDD",RCV,-
6748,6772,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 16,0.0,EUL/NGL,RCV,-
6749,6773,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 17,0.0,EFDD,RCV,-
6750,6774,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 19,0.0,EUL/NGL,RCV,-
6751,6775,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 30,0.0,EFDD,RCV,-
6752,6776,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 47,0.0,EFDD,RCV,-
6753,6777,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 48,0.0,EFDD,RCV,-
6754,6778,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 49,0.0,EFDD,RCV,-
6755,6779,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 53,0.0,EUL/NGL,RCV,-
6756,6780,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 54,0.0,EFDD,RCV,-
6757,6781,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 67,0.0,original text,RCV,+
6758,6782,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 69,0.0,EUL/NGL,RCV,-
6759,6783,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 74,0.0,EUL/NGL,RCV,-
6760,6784,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 83,0.0,EUL/NGL,RCV,-
6761,6785,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 88,0.0,Greens/ EFA,RCV,+
6762,6786,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 88,0.0,Greens/ EFA,RCV,-
6763,6787,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 89,0.0,original text,RCV,+
6764,6788,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 96,0.0,EFDD,RCV,-
6765,6789,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 98,0.0,original text,RCV,+
6766,6790,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 99,0.0,original text,RCV,+
6767,6791,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 100,0.0,Greens/ EFA,RCV,-
6768,6792,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 101,0.0,Greens/ EFA,RCV,-
6769,6793,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 102,0.0,Greens/ EFA,RCV,-
6770,6794,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 103,0.0,EUL/NGL,RCV,-
6771,6795,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 104,0.0,EUL/NGL,RCV,-
6772,6796,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 105,0.0,EFDD,RCV,-
6773,6797,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 107,0.0,EUL/NGL,RCV,-
6774,6798,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 107,0.0,EUL/NGL,RCV,-
6775,6799,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 109,0.0,Greens/ EFA,RCV,-
6776,6800,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 112,0.0,original text,RCV,+
6777,6801,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 113,0.0,EUL/NGL,RCV,-
6778,6802,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 113,0.0,EUL/NGL,RCV,-
6779,6803,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 113,0.0,EFDD,RCV,-
6780,6804,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 113,0.0,Greens/ EFA,RCV,-
6781,6805,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 114,0.0,EUL/NGL,RCV,-
6782,6806,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 114,0.0,EUL/NGL,RCV,-
6783,6807,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 116,0.0,ENF,RCV,-
6784,6808,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 117,0.0,ENF,RCV,-
6785,6809,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 117,0.0,EFDD,RCV,-
6786,6810,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 119,0.0,EFDD,RCV,-
6787,6811,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 119,0.0,ENF,RCV,-
6788,6812,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 127,0.0,ALDE,RCV,-
6789,6813,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After paragraph 127,0.0,ALDE,RCV,+
6790,6814,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 130,0.0,EFDD,RCV,-
6791,6815,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,Paragraph 130,0.0,original text,RCV,+
6792,6816,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After recital D,0.0,Greens/ EFA,RCV,-
6793,6817,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,After recital D,0.0,EUL/NGL,RCV,-
6794,6818,14.03.2018,,The next MFF: Preparing the Parliament’s position on the MFF post-2020,,Bud,Motion for resolution,A8-0048/2018,2017/2052/INI,Committee on Budgets,Budget,vote: resolution (as a whole),1.0,0,RCV,+
6795,6819,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 1,0.0,EUL/NGL,RCV,-
6796,6820,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 5,0.0,EUL/NGL,RCV,-
6797,6821,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 5,0.0,ALDE,RCV,-
6798,6822,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 7,0.0,ALDE,RCV,+
6799,6823,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 8,0.0,ENF,RCV,-
6800,6824,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 9,0.0,EUL/NGL,RCV,-
6801,6825,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 12,0.0,ENF,RCV,-
6802,6826,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 15,0.0,EUL/NGL,RCV,-
6803,6827,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragrpah 18,0.0,ENF,RCV,-
6804,6828,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 20,0.0,EUL/NGL,RCV,-
6805,6829,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 21,0.0,EUL/NGL,RCV,-
6806,6830,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 22,0.0,original text,RCV,+
6807,6831,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 23,0.0,ENF,RCV,-
6808,6832,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 23,0.0,original text,RCV,+
6809,6833,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 25,0.0,S&D,RCV,-
6810,6834,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 27,0.0,ENF,RCV,-
6811,6835,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 27,0.0,ENF,RCV,-
6812,6836,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 35,0.0,EUL/NGL,RCV,-
6813,6837,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 37,0.0,EFDD,RCV,-
6814,6838,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 37,0.0,original text,RCV,+
6815,6839,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 40,0.0,EFDD,RCV,-
6816,6840,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 42,0.0,EFDD,RCV,-
6817,6841,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 42,0.0,original text,RCV,+
6818,6842,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 42,0.0,original text,RCV,+
6819,6843,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 43,0.0,EFDD,RCV,-
6820,6844,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 45,0.0,EFDD,RCV,-
6821,6845,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 46,0.0,EFDD,RCV,-
6822,6846,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,After paragraph 48,0.0,EUL/NGL,RCV,-
6823,6847,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 50,0.0,EFDD,RCV,-
6824,6848,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 51,0.0,EFDD,RCV,-
6825,6849,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 54,0.0,EFDD,RCV,-
6826,6850,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 55,0.0,EFDD,RCV,-
6827,6851,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 55,0.0,original text,RCV,+
6828,6852,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 55,0.0,original text,RCV,+
6829,6853,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 56,0.0,EFDD,RCV,-
6830,6854,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 60,0.0,original text,RCV,+
6831,6855,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,Paragraph 60,0.0,original text,RCV,+
6832,6856,14.03.2018,,Reform of the European Union’s system of own resources,,Bud,Motion for resolution,A8-0041/2018,2017/2053/INI,Committee on Budgets,Budget,vote: resolution (as a whole),1.0,0,RCV,+
6833,6857,14.03.2018,,European Semester for economic policy coordination: Annual Growth Survey 2018,,Non,Motion for resolution,A8-0047/2018,2017/2226/INI,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 1,0.0,ENF,RCV,-
6834,6858,14.03.2018,,European Semester for economic policy coordination: Annual Growth Survey 2018,,Non,Motion for resolution,A8-0047/2018,2017/2226/INI,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 3,0.0,EFDD,RCV,-
